Acquisition time,Inclination in x direction,Inclination in y direction,Inclination
2021-05-21 14:10:02,0,0,0
2021-05-21 16:10:13,0.07,-0.07,0.098994949
2021-05-21 18:10:22,0.175,0.105,0.204083316
2021-05-21 20:10:32,0.262,0.209,0.33514922
2021-05-21 22:10:42,0.314,0.262,0.408949875
2021-05-22 00:10:52,0.367,0.297,0.472120747
2021-05-22 02:11:02,0.419,0.349,0.545309087
2021-05-22 04:11:12,0.436,0.349,0.558477394
2021-05-22 06:11:22,0.506,0.314,0.595509866
2021-05-22 08:11:32,0.524,0.157,0.547014625
2021-05-22 10:11:42,0.436,0,0.436
2021-05-22 12:11:52,0.384,-0.14,0.408724846
2021-05-22 14:12:02,0.384,-0.244,0.454963735
2021-05-22 16:12:12,0.419,-0.175,0.454077086
2021-05-22 18:12:21,0.419,-0.035,0.420459273
2021-05-22 20:12:31,0.524,0.122,0.53801487
2021-05-22 22:12:41,0.611,0.175,0.635567463
2021-05-23 00:12:51,0.698,0.244,0.739418691
2021-05-23 02:13:01,0.733,0.262,0.778416983
2021-05-23 04:13:11,0.733,0.262,0.778416983
2021-05-23 06:13:21,0.733,0.314,0.797423978
2021-05-23 08:13:31,0.803,0.314,0.862209371
2021-05-23 10:13:41,0.82,0.279,0.866164534
2021-05-23 12:13:50,0.855,0.175,0.872725616
2021-05-23 14:14:00,0.838,0.209,0.863669497
2021-05-23 16:14:10,0.82,0.244,0.855532583
2021-05-23 18:14:20,0.82,0.279,0.866164534
2021-05-23 20:14:30,0.803,0.297,0.856164704
2021-05-23 22:14:40,0.82,0.297,0.872129004
2021-05-24 00:14:50,0.768,0.314,0.829710793
2021-05-24 02:15:00,0.768,0.314,0.829710793
2021-05-24 04:15:10,0.803,0.314,0.862209371
2021-05-24 06:15:20,0.82,0.297,0.872129004
2021-05-24 08:15:30,0.838,0.14,0.84961403
2021-05-24 10:15:39,0.716,-0.087,0.721266248
2021-05-24 12:15:49,0.646,-0.244,0.690544713
2021-05-24 14:15:59,0.646,-0.332,0.726319489
2021-05-24 16:16:09,0.576,-0.227,0.619116306
2021-05-24 18:16:19,0.628,-0.07,0.631889231
2021-05-24 20:16:29,0.716,0.035,0.716854937
2021-05-24 22:16:39,0.803,0.105,0.809835786
2021-05-25 00:16:49,0.838,0.14,0.84961403
2021-05-25 02:16:59,0.855,0.14,0.866386173
2021-05-25 04:17:09,0.855,0.157,0.869295117
2021-05-25 06:17:19,0.873,0.157,0.887005073
2021-05-25 08:17:28,0.908,-0.017,0.908159127
2021-05-25 10:17:40,0.838,-0.14,0.84961403
2021-05-25 12:17:48,0.803,-0.262,0.844661471
2021-05-25 14:18:00,0.803,-0.384,0.890092692
2021-05-25 16:18:08,0.733,-0.297,0.790884315
2021-05-25 18:18:21,0.768,-0.14,0.780656134
2021-05-25 20:18:28,0.89,-0.035,0.890687936
2021-05-25 22:18:41,0.942,0.052,0.943434152
2021-05-26 00:18:48,0.977,0.122,0.984587731
2021-05-26 02:18:58,1.03,0.157,1.041896828
2021-05-26 04:18:58,,,
2021-05-26 06:18:58,,,
2021-05-26 08:18:58,,,
2021-05-26 10:18:58,,,
2021-05-26 12:18:58,,,
2021-05-26 14:18:58,,,
2021-05-26 16:18:58,,,
2021-05-26 18:18:58,,,
2021-05-26 20:18:58,,,
2021-05-26 22:20:37,1.134,0.157,1.144816579
2021-05-27 00:20:47,1.134,0.157,1.144816579
2021-05-27 02:20:56,1.134,0.175,1.147423636
2021-05-27 04:21:06,1.117,0.175,1.130625491
2021-05-27 06:21:16,1.134,0.157,1.144816579
2021-05-27 08:21:26,1.134,0,1.134
2021-05-27 10:21:36,1.03,-0.087,1.033667742
2021-05-27 12:21:46,0.96,-0.14,0.970154627
2021-05-27 14:21:56,0.942,-0.244,0.973087869
2021-05-27 16:21:56,,,
2021-05-27 18:22:16,0.908,-0.087,0.912158429
2021-05-27 20:22:25,0.96,-0.035,0.960637809
2021-05-27 22:22:35,1.012,0.035,1.012605056
2021-05-28 00:22:45,1.03,0.052,1.031311786
2021-05-28 02:22:55,1.03,0.105,1.035338109
2021-05-28 04:23:05,1.065,0.122,1.071965018
2021-05-28 06:23:15,1.117,0.087,1.12038297
2021-05-28 08:23:25,1.117,-0.035,1.117548209
2021-05-28 10:23:35,1.03,-0.14,1.039471019
2021-05-28 12:23:45,0.977,-0.262,1.011520143
2021-05-28 14:23:55,0.838,-0.227,0.868201014
2021-05-28 16:24:05,0.908,-0.175,0.924710225
2021-05-28 18:24:15,0.908,-0.087,0.912158429
2021-05-28 20:24:25,1.012,0,1.012
2021-05-28 22:24:35,1.03,0.052,1.031311786
2021-05-29 00:24:45,1.1,0.122,1.106744776
2021-05-29 02:24:54,1.1,0.14,1.108873302
2021-05-29 04:25:05,1.117,0.157,1.12797961
2021-05-29 06:25:14,1.187,0.14,1.195227593
2021-05-29 08:25:26,1.152,-0.07,1.154124777
2021-05-29 10:25:34,1.065,-0.14,1.074162464
2021-05-29 12:25:47,0.942,-0.262,0.977756616
2021-05-29 14:25:54,0.855,-0.279,0.899369779
2021-05-29 16:26:07,0.908,-0.157,0.921473277
2021-05-29 18:26:14,0.96,-0.087,0.963934126
2021-05-29 20:26:24,1.03,-0.035,1.030594489
2021-05-29 22:26:33,1.1,0.035,1.100556677
2021-05-30 00:26:43,1.1,0.052,1.101228405
2021-05-30 02:26:53,1.117,0.122,1.123642737
2021-05-30 04:27:03,1.134,0.14,1.142609295
2021-05-30 06:27:13,1.239,0.087,1.242050724
2021-05-30 08:27:23,1.187,-0.087,1.190184019
2021-05-30 10:27:33,1.082,-0.244,1.109170861
2021-05-30 12:27:43,1.03,-0.367,1.093429925
2021-05-30 14:27:53,1.03,-0.454,1.125618052
2021-05-30 16:28:03,1.03,-0.419,1.111962679
2021-05-30 18:28:13,1.03,-0.244,1.058506495
2021-05-30 20:28:23,1.134,-0.14,1.142609295
2021-05-30 22:28:33,1.239,-0.07,1.240975826
2021-05-31 00:28:43,1.274,0,1.274
2021-05-31 02:28:52,1.326,0.052,1.327019216
2021-05-31 04:29:02,1.361,0.087,1.363777841
2021-05-31 06:29:12,1.414,0.052,1.41495583
2021-05-31 08:29:22,1.466,-0.07,1.467670263
2021-05-31 10:29:32,1.379,-0.122,1.384386146
2021-05-31 12:29:42,1.361,-0.157,1.370025547
2021-05-31 14:29:52,1.257,-0.262,1.284014408
2021-05-31 16:30:02,1.152,-0.244,1.177556793
2021-05-31 18:30:12,1.152,-0.14,1.160475765
2021-05-31 20:30:22,1.274,-0.07,1.275921628
2021-05-31 22:30:31,1.361,0.052,1.361993025
2021-06-01 00:30:41,1.379,0.122,1.384386146
2021-06-01 02:30:51,1.449,0.14,1.455747574
2021-06-01 04:31:01,1.466,0.157,1.474382922
2021-06-01 06:31:11,1.501,0.087,1.503519205
2021-06-01 08:31:21,1.501,-0.087,1.503519205
2021-06-01 10:31:31,1.379,-0.14,1.386088381
2021-06-01 12:31:31,,,
2021-06-01 14:31:51,1.204,-0.244,1.228475478
2021-06-01 16:32:01,1.239,-0.122,1.244991968
2021-06-01 18:32:11,1.292,0,1.292
2021-06-01 20:32:20,1.361,0.105,1.365044322
2021-06-01 22:32:30,1.466,0.105,1.469755422
2021-06-02 00:32:40,1.466,0.105,1.469755422
2021-06-02 02:32:50,1.466,0.122,1.47106764
2021-06-02 04:33:00,1.466,0.14,1.472669685
2021-06-02 06:33:10,1.466,0.14,1.472669685
2021-06-02 08:33:20,1.466,0.14,1.472669685
2021-06-02 10:33:30,1.501,0,1.501
2021-06-02 12:33:40,1.466,0,1.466
2021-06-02 14:33:50,1.449,0.017,1.449099721
2021-06-02 16:34:00,1.449,0.035,1.449422644
2021-06-02 18:34:10,1.414,0.052,1.41495583
2021-06-02 20:34:19,1.449,0.087,1.451609452
2021-06-02 22:34:29,1.414,0.122,1.419253325
2021-06-03 00:34:39,1.449,0.14,1.455747574
2021-06-03 02:34:49,1.449,0.122,1.454126886
2021-06-03 04:34:59,1.466,0.122,1.47106764
2021-06-03 06:35:09,1.466,0.105,1.469755422
2021-06-03 08:35:19,1.501,0,1.501
2021-06-03 10:35:29,1.414,-0.017,1.414102189
2021-06-03 12:35:39,1.361,0.087,1.363777841
2021-06-03 14:35:49,1.414,0.105,1.417893155
2021-06-03 16:35:58,1.466,0.087,1.468579245
2021-06-03 18:36:08,1.449,0.087,1.451609452
2021-06-03 20:36:18,1.379,0.209,1.394748006
2021-06-03 22:36:18,,,
2021-06-04 00:36:38,1.466,0.175,1.476408141
2021-06-04 02:36:48,1.466,0.209,1.480823082
2021-06-04 04:36:58,1.449,0.227,1.466673106
2021-06-04 06:37:08,1.484,0.175,1.494282771
2021-06-04 08:37:18,1.518,-0.017,1.518095188
2021-06-04 10:37:27,1.396,-0.14,1.403002495
2021-06-04 12:37:37,1.326,-0.244,1.348262586
2021-06-04 14:37:48,1.274,-0.332,1.316548518
2021-06-04 16:37:57,1.152,-0.244,1.177556793
2021-06-04 18:38:08,1.222,-0.122,1.228074916
2021-06-04 20:38:17,1.292,0,1.292
2021-06-04 22:38:29,1.361,0.052,1.361993025
2021-06-05 00:38:37,1.396,0.087,1.398708333
2021-06-05 02:38:50,1.449,0.122,1.454126886
2021-06-05 04:38:57,1.466,0.14,1.472669685
2021-06-05 06:39:10,1.501,0.052,1.501900463
2021-06-05 08:39:16,1.484,-0.105,1.487709985
2021-06-05 10:39:26,1.361,-0.244,1.382699172
2021-06-05 12:39:37,1.292,-0.367,1.343113175
2021-06-05 14:39:46,1.239,-0.419,1.307930426
2021-06-05 16:39:56,1.152,-0.367,1.209046318
2021-06-05 18:40:06,1.204,-0.209,1.222005319
2021-06-05 20:40:16,1.292,-0.105,1.296259619
2021-06-05 22:40:26,1.379,-0.07,1.380775507
2021-06-06 00:40:36,1.449,0.052,1.449932757
2021-06-06 02:40:46,1.466,0.052,1.466921947
2021-06-06 04:40:56,1.501,0.105,1.50466807
2021-06-06 06:41:06,1.536,0.035,1.536398711
2021-06-06 08:41:16,1.518,-0.14,1.524442193
2021-06-06 10:41:25,1.414,-0.244,1.434897906
2021-06-06 12:41:35,1.361,-0.401,1.418845305
2021-06-06 14:41:45,1.326,-0.471,1.407166301
2021-06-06 16:41:55,1.239,-0.454,1.319559396
2021-06-06 18:42:05,1.274,-0.244,1.297155349
2021-06-06 20:42:15,1.379,-0.14,1.386088381
2021-06-06 22:42:25,1.466,-0.087,1.468579245
2021-06-07 00:42:35,1.501,-0.035,1.501408006
2021-06-07 02:42:45,1.536,0.052,1.536879956
2021-06-07 04:42:55,1.571,0.052,1.571860363
2021-06-07 06:43:05,1.676,-0.035,1.676365414
2021-06-07 08:43:15,1.641,-0.14,1.646961141
2021-06-07 10:43:25,1.501,-0.244,1.520702798
2021-06-07 12:43:35,1.466,-0.384,1.515457687
2021-06-07 14:43:45,1.379,-0.419,1.441250152
2021-06-07 16:43:55,1.344,-0.367,1.393206733
2021-06-07 18:44:04,1.361,-0.227,1.37980071
2021-06-07 20:44:14,1.466,-0.105,1.469755422
2021-06-07 22:44:24,1.536,-0.035,1.536398711
2021-06-08 00:44:34,1.606,0.035,1.606381337
2021-06-08 02:44:44,1.641,0.052,1.641823681
2021-06-08 04:44:54,1.658,0.105,1.661321462
2021-06-08 06:45:04,1.745,0,1.745
2021-06-08 08:45:14,1.745,-0.105,1.748156172
2021-06-08 10:45:24,1.623,-0.14,1.62902701
2021-06-08 12:45:34,1.536,-0.262,1.558184841
2021-06-08 14:45:44,1.501,-0.244,1.520702798
2021-06-08 16:45:54,1.501,-0.244,1.520702798
2021-06-08 18:46:04,1.484,-0.14,1.490589145
2021-06-08 20:46:13,1.518,-0.087,1.520491039
2021-06-08 22:46:23,1.571,-0.017,1.571091977
2021-06-09 00:46:33,1.623,0.035,1.623377344
2021-06-09 02:46:43,1.641,0.052,1.641823681
2021-06-09 04:46:53,1.658,0.052,1.65881524
2021-06-09 06:47:03,1.71,0,1.71
2021-06-09 08:47:13,1.71,-0.14,1.715721423
2021-06-09 10:47:23,1.606,-0.244,1.624429746
2021-06-09 12:47:33,1.484,-0.332,1.520684057
2021-06-09 14:47:43,1.414,-0.297,1.444854664
2021-06-09 16:47:53,1.449,-0.244,1.469400218
2021-06-09 18:48:02,1.484,-0.14,1.490589145
2021-06-09 20:48:12,1.536,-0.087,1.538461894
2021-06-09 22:48:22,1.571,-0.07,1.572558743
2021-06-10 00:48:32,1.623,-0.07,1.624508849
2021-06-10 02:48:42,1.641,-0.035,1.641373206
2021-06-10 04:48:52,1.641,0,1.641
2021-06-10 06:49:02,1.658,-0.017,1.658087151
2021-06-10 08:49:12,1.676,-0.035,1.676365414
2021-06-10 10:49:22,1.71,-0.105,1.713220651
2021-06-10 12:49:32,1.641,-0.157,1.648493251
2021-06-10 14:49:42,1.518,-0.157,1.52609731
2021-06-10 16:49:52,1.641,-0.035,1.641373206
2021-06-10 18:50:01,1.676,0.017,1.676086215
2021-06-10 20:50:11,1.71,0.017,1.710084501
2021-06-10 22:50:21,1.728,0,1.728
2021-06-11 00:50:31,1.71,0.035,1.71035815
2021-06-11 02:50:41,1.71,0.052,1.710790461
2021-06-11 04:50:51,1.71,0.052,1.710790461
2021-06-11 06:51:01,1.745,-0.07,1.746403447
2021-06-11 08:51:11,1.728,-0.122,1.732301359
2021-06-11 10:51:21,1.606,-0.244,1.624429746
2021-06-11 12:51:31,1.518,-0.401,1.570071654
2021-06-11 14:51:41,1.449,-0.471,1.523627907
2021-06-11 16:51:51,1.379,-0.384,1.43146673
2021-06-11 18:52:01,1.449,-0.227,1.466673106
2021-06-11 20:52:10,1.518,-0.14,1.524442193
2021-06-11 22:52:20,1.571,-0.087,1.573407131
2021-06-12 00:52:30,1.658,-0.07,1.659477026
2021-06-12 02:52:40,1.676,-0.017,1.676086215
2021-06-12 04:52:50,1.71,0.035,1.71035815
2021-06-12 06:53:00,1.745,-0.07,1.746403447
2021-06-12 08:53:10,1.728,-0.14,1.73366202
2021-06-12 10:53:20,1.588,-0.244,1.606636238
2021-06-12 12:53:30,1.536,-0.332,1.571470649
2021-06-12 14:53:40,1.484,-0.384,1.532877034
2021-06-12 16:53:50,1.466,-0.244,1.486166882
2021-06-12 18:54:00,1.518,-0.14,1.524442193
2021-06-12 20:54:10,1.606,-0.105,1.609428781
2021-06-12 22:54:19,1.658,-0.07,1.659477026
2021-06-13 00:54:29,1.728,-0.017,1.728083621
2021-06-13 02:54:39,1.728,-0.017,1.728083621
2021-06-13 04:54:50,1.745,0.035,1.745350968
2021-06-13 06:54:59,1.745,0,1.745
2021-06-13 08:55:10,1.763,-0.087,1.76514532
2021-06-13 10:55:19,1.728,-0.14,1.73366202
2021-06-13 12:55:31,1.641,-0.14,1.646961141
2021-06-13 14:55:39,1.658,-0.122,1.662482481
2021-06-13 16:55:52,1.623,-0.122,1.627578877
2021-06-13 18:55:59,1.623,-0.087,1.62533012
2021-06-13 20:56:12,1.641,-0.07,1.642492314
2021-06-13 22:56:19,1.676,-0.035,1.676365414
2021-06-14 00:56:28,1.676,0,1.676
2021-06-14 02:56:38,1.676,0.017,1.676086215
2021-06-14 04:56:48,1.728,0,1.728
2021-06-14 06:56:58,1.728,0.035,1.72835442
2021-06-14 08:57:08,1.745,-0.035,1.745350968
2021-06-14 10:57:18,1.745,-0.087,1.747167422
2021-06-14 12:57:28,1.676,-0.14,1.681837091
2021-06-14 14:57:38,1.588,-0.14,1.59415934
2021-06-14 16:57:48,1.571,-0.14,1.577225729
2021-06-14 18:57:58,1.606,-0.105,1.609428781
2021-06-14 20:58:08,1.641,-0.087,1.643304597
2021-06-14 22:58:18,1.658,-0.017,1.658087151
2021-06-15 00:58:27,1.676,-0.017,1.676086215
2021-06-15 02:58:37,1.728,-0.017,1.728083621
2021-06-15 04:58:47,1.676,0,1.676
2021-06-15 06:58:57,1.71,0,1.71
2021-06-15 08:59:07,1.676,0,1.676
2021-06-15 10:59:17,1.728,-0.035,1.72835442
2021-06-15 12:59:27,1.71,-0.14,1.715721423
2021-06-15 14:59:37,1.536,-0.227,1.552683161
2021-06-15 16:59:47,1.501,-0.157,1.509188524
2021-06-15 18:59:57,1.518,-0.122,1.522894612
2021-06-15 21:00:07,1.571,-0.07,1.572558743
2021-06-15 23:00:17,1.623,0.017,1.62308903
2021-06-16 01:00:26,1.658,0.052,1.65881524
2021-06-16 03:00:36,1.676,0.052,1.676806489
2021-06-16 05:00:46,1.676,0.052,1.676806489
2021-06-16 07:00:56,1.676,0.052,1.676806489
2021-06-16 09:01:06,1.745,0,1.745
2021-06-16 11:01:16,1.676,-0.035,1.676365414
2021-06-16 13:01:26,1.676,-0.122,1.680434468
2021-06-16 15:01:36,1.518,-0.14,1.524442193
2021-06-16 17:01:46,1.518,-0.122,1.522894612
2021-06-16 19:01:56,1.518,-0.07,1.519613109
2021-06-16 21:02:06,1.571,-0.017,1.571091977
2021-06-16 23:02:15,1.623,0,1.623
2021-06-17 01:02:25,1.658,0.035,1.65836938
2021-06-17 03:02:35,1.658,0.052,1.65881524
2021-06-17 05:02:45,1.658,0.087,1.660281
2021-06-17 07:02:55,1.658,0.052,1.65881524
2021-06-17 09:03:05,1.658,0.087,1.660281
2021-06-17 11:03:15,1.676,0.052,1.676806489
2021-06-17 13:03:25,1.71,0.017,1.710084501
2021-06-17 15:03:35,1.676,0,1.676
2021-06-17 17:03:45,1.641,0,1.641
2021-06-17 19:03:55,1.641,0.052,1.641823681
2021-06-17 21:04:04,1.641,0.052,1.641823681
2021-06-17 23:04:14,1.658,0.052,1.65881524
2021-06-18 01:04:24,1.623,0.052,1.623832812
2021-06-18 03:04:34,1.641,0.052,1.641823681
2021-06-18 05:04:44,1.658,0.052,1.65881524
2021-06-18 07:04:54,1.658,0.052,1.65881524
2021-06-18 09:05:04,1.676,0,1.676
2021-06-18 11:05:14,1.623,0.035,1.623377344
2021-06-18 13:05:24,1.571,0.052,1.571860363
2021-06-18 15:05:33,1.606,0.052,1.606841623
2021-06-18 17:05:44,1.571,0.14,1.577225729
2021-06-18 19:05:53,1.606,0.14,1.612090568
2021-06-18 21:06:03,1.623,0.14,1.62902701
2021-06-18 23:06:13,1.658,0.14,1.663900237
2021-06-19 01:06:23,1.658,0.14,1.663900237
2021-06-19 03:06:33,1.658,0.14,1.663900237
2021-06-19 05:06:43,1.676,0.122,1.680434468
2021-06-19 07:06:53,1.676,0.087,1.678256536
2021-06-19 09:07:03,1.676,0.017,1.676086215
2021-06-19 11:07:13,1.658,-0.07,1.659477026
2021-06-19 13:07:22,1.641,-0.07,1.642492314
2021-06-19 15:07:32,1.536,-0.122,1.540837435
2021-06-19 17:07:42,1.466,-0.14,1.472669685
2021-06-19 19:07:52,1.466,-0.07,1.467670263
2021-06-19 21:08:02,1.501,0.035,1.501408006
2021-06-19 23:08:12,1.536,0.052,1.536879956
2021-06-20 01:08:22,1.571,0.087,1.573407131
2021-06-20 03:08:32,1.571,0.105,1.574505002
2021-06-20 05:08:42,1.606,0.105,1.609428781
2021-06-20 07:08:52,1.658,0.035,1.65836938
2021-06-20 09:09:02,1.623,-0.122,1.627578877
2021-06-20 11:09:12,1.536,-0.14,1.542367012
2021-06-20 13:09:21,1.501,-0.297,1.530101304
2021-06-20 15:09:31,1.449,-0.349,1.490436849
2021-06-20 17:09:41,1.326,-0.244,1.348262586
2021-06-20 19:09:51,1.396,-0.14,1.403002495
2021-06-20 21:10:01,1.484,-0.087,1.486548015
2021-06-20 23:10:11,1.518,-0.017,1.518095188
2021-06-21 01:10:21,1.536,0,1.536
2021-06-21 03:10:31,1.571,0.035,1.571389831
2021-06-21 05:10:41,1.606,0.052,1.606841623
2021-06-21 07:10:51,1.658,0,1.658
2021-06-21 09:11:00,1.623,-0.14,1.62902701
2021-06-21 11:11:10,1.518,-0.262,1.540444092
2021-06-21 13:11:20,1.449,-0.384,1.499018679
2021-06-21 15:11:30,1.414,-0.419,1.474773542
2021-06-21 17:11:40,1.344,-0.297,1.376424716
2021-06-21 19:11:50,1.414,-0.14,1.42091379
2021-06-21 21:12:00,1.501,-0.087,1.503519205
2021-06-21 23:12:11,1.536,-0.035,1.536398711
2021-06-22 01:12:20,1.606,0.035,1.606381337
2021-06-22 03:12:32,1.623,0.087,1.62533012
2021-06-22 05:12:40,1.658,0.105,1.661321462
2021-06-22 07:12:53,1.745,0,1.745
2021-06-22 09:13:00,1.676,-0.122,1.680434468
2021-06-22 11:13:13,1.588,-0.244,1.606636238
2021-06-22 13:13:19,1.501,-0.367,1.545215195
2021-06-22 15:13:29,1.466,-0.419,1.524702266
2021-06-22 17:13:39,1.361,-0.349,1.405034519
2021-06-22 19:13:49,1.449,-0.175,1.459529376
2021-06-22 21:13:59,1.518,-0.105,1.52162709
2021-06-22 23:14:09,1.571,-0.07,1.572558743
2021-06-23 01:14:19,1.641,0,1.641
2021-06-23 03:14:29,1.676,0.035,1.676365414
2021-06-23 05:14:39,1.71,0.052,1.710790461
2021-06-23 07:14:49,1.763,-0.07,1.764389129
2021-06-23 09:14:59,1.71,-0.14,1.715721423
2021-06-23 11:15:09,1.588,-0.297,1.615534896
2021-06-23 13:15:19,1.518,-0.419,1.574765062
2021-06-23 15:15:29,1.449,-0.454,1.518458758
2021-06-23 17:15:39,1.449,-0.349,1.490436849
2021-06-23 19:15:48,1.501,-0.175,1.511167099
2021-06-23 21:15:58,1.571,-0.122,1.57572999
2021-06-23 23:16:08,1.658,-0.087,1.660281
2021-06-24 01:16:18,1.71,-0.07,1.711432149
2021-06-24 03:16:28,1.728,-0.07,1.729417243
2021-06-24 05:16:38,1.745,-0.017,1.745082806
2021-06-24 07:16:48,1.763,-0.07,1.764389129
2021-06-24 09:16:58,1.763,-0.14,1.768549971
2021-06-24 11:17:08,1.728,-0.262,1.74774941
2021-06-24 13:17:18,1.623,-0.349,1.660099395
2021-06-24 15:17:28,1.536,-0.419,1.592123425
2021-06-24 17:17:38,1.501,-0.297,1.530101304
2021-06-24 19:17:48,1.571,-0.157,1.578825513
2021-06-24 21:17:58,1.658,-0.122,1.662482481
2021-06-24 23:18:07,1.728,-0.087,1.730188718
2021-06-25 01:18:17,1.745,-0.07,1.746403447
2021-06-25 03:18:27,1.763,0,1.763
2021-06-25 05:18:37,1.763,0,1.763
2021-06-25 07:18:47,1.85,-0.07,1.851323851
2021-06-25 09:18:57,1.798,-0.122,1.80213429
2021-06-25 11:19:07,1.745,-0.244,1.761976447
2021-06-25 13:19:17,1.623,-0.297,1.649950908
2021-06-25 15:19:27,1.588,-0.175,1.597613533
2021-06-25 17:19:37,1.623,-0.122,1.627578877
2021-06-25 19:19:47,1.745,-0.122,1.749259558
2021-06-25 21:19:57,1.763,-0.087,1.76514532
2021-06-25 23:20:07,1.763,-0.07,1.764389129
2021-06-26 01:20:16,1.763,-0.035,1.763347385
2021-06-26 03:20:26,1.763,-0.035,1.763347385
2021-06-26 05:20:36,1.763,0,1.763
2021-06-26 07:20:46,1.78,-0.035,1.780344068
2021-06-26 09:20:56,1.833,-0.07,1.83433612
2021-06-26 11:21:06,1.78,-0.122,1.784176
2021-06-26 13:21:16,1.763,-0.14,1.768549971
2021-06-26 15:21:26,1.745,-0.14,1.750607038
2021-06-26 17:21:36,1.745,-0.122,1.749259558
2021-06-26 19:21:46,1.728,-0.035,1.72835442
2021-06-26 21:21:56,1.745,-0.035,1.745350968
2021-06-26 23:22:06,1.763,-0.017,1.763081961
2021-06-27 01:22:16,1.763,-0.017,1.763081961
2021-06-27 03:22:25,1.763,-0.035,1.763347385
2021-06-27 05:22:35,1.763,0,1.763
2021-06-27 07:22:45,1.763,0,1.763
2021-06-27 09:22:55,1.78,-0.07,1.781375873
2021-06-27 11:23:05,1.763,-0.122,1.767216172
2021-06-27 13:23:15,1.745,-0.14,1.750607038
2021-06-27 15:23:25,1.658,-0.14,1.663900237
2021-06-27 17:23:35,1.676,-0.07,1.677461177
2021-06-27 19:23:45,1.676,-0.07,1.677461177
2021-06-27 21:23:55,1.728,-0.07,1.729417243
2021-06-27 23:24:05,1.745,-0.035,1.745350968
2021-06-28 01:24:14,1.745,-0.035,1.745350968
2021-06-28 03:24:24,1.745,0,1.745
2021-06-28 05:24:34,1.745,0,1.745
2021-06-28 07:24:44,1.763,-0.07,1.764389129
2021-06-28 09:24:54,1.763,-0.087,1.76514532
2021-06-28 11:25:04,1.745,-0.157,1.752048515
2021-06-28 13:25:14,1.71,-0.279,1.732611035
2021-06-28 15:25:24,1.571,-0.349,1.609298605
2021-06-28 17:25:34,1.484,-0.279,1.509999007
2021-06-28 19:25:44,1.536,-0.14,1.542367012
2021-06-28 21:25:53,1.658,-0.087,1.660281
2021-06-28 23:26:04,1.71,-0.07,1.711432149
2021-06-29 01:26:13,1.745,-0.035,1.745350968
2021-06-29 03:26:23,1.745,0,1.745
2021-06-29 05:26:33,1.745,0,1.745
2021-06-29 07:26:43,1.798,-0.07,1.799362109
2021-06-29 09:26:53,1.78,-0.14,1.78549713
2021-06-29 11:27:03,1.728,-0.262,1.74774941
2021-06-29 13:27:13,1.623,-0.384,1.667808442
2021-06-29 15:27:23,1.536,-0.401,1.587481338
2021-06-29 17:27:33,1.501,-0.332,1.537278439
2021-06-29 19:27:43,1.536,-0.157,1.544002915
2021-06-29 21:27:53,1.658,-0.122,1.662482481
2021-06-29 23:28:03,1.71,-0.087,1.712211728
2021-06-30 01:28:13,1.745,-0.07,1.746403447
2021-06-30 03:28:22,1.745,-0.035,1.745350968
2021-06-30 05:28:32,1.763,0,1.763
2021-06-30 07:28:42,1.798,-0.07,1.799362109
2021-06-30 09:28:52,1.833,-0.14,1.838338652
2021-06-30 11:29:02,1.728,-0.244,1.745141828
2021-06-30 13:29:13,1.658,-0.244,1.675857989
2021-06-30 15:29:22,1.623,-0.244,1.641238861
2021-06-30 17:29:34,1.588,-0.227,1.60414245
2021-06-30 19:29:42,1.641,-0.14,1.646961141
2021-06-30 21:29:55,1.71,-0.087,1.712211728
2021-06-30 23:30:02,1.728,-0.07,1.729417243
2021-07-01 01:30:15,1.745,-0.035,1.745350968
2021-07-01 03:30:21,1.763,-0.035,1.763347385
2021-07-01 05:30:31,1.763,0,1.763
2021-07-01 07:30:41,1.85,-0.07,1.851323851
2021-07-01 09:30:51,1.78,-0.122,1.784176
2021-07-01 11:31:01,1.763,-0.244,1.779804765
2021-07-01 13:31:11,1.676,-0.349,1.711951226
2021-07-01 15:31:21,1.623,-0.384,1.667808442
2021-07-01 17:31:31,1.518,-0.332,1.553881591
2021-07-01 19:31:41,1.606,-0.175,1.615506422
2021-07-01 21:31:51,1.676,-0.14,1.681837091
2021-07-01 23:32:01,1.728,-0.105,1.731187165
2021-07-02 01:32:11,1.745,-0.087,1.747167422
2021-07-02 03:32:21,1.763,-0.07,1.764389129
2021-07-02 05:32:30,1.798,0.017,1.798080365
2021-07-02 07:32:40,1.868,0,1.868
2021-07-02 09:32:50,1.868,-0.07,1.869311103
2021-07-02 11:33:00,1.868,-0.087,1.870024866
2021-07-02 13:33:10,1.78,-0.07,1.781375873
2021-07-02 15:33:20,1.763,-0.087,1.76514532
2021-07-02 17:33:30,1.745,0,1.745
2021-07-02 19:33:40,1.745,0.035,1.745350968
2021-07-02 21:33:50,1.745,0.052,1.745774613
2021-07-02 23:34:00,1.745,0.052,1.745774613
2021-07-03 01:34:10,1.745,0.052,1.745774613
2021-07-03 03:34:19,1.745,0.052,1.745774613
2021-07-03 05:34:29,1.745,0.052,1.745774613
2021-07-03 07:34:39,1.728,0.052,1.72878223
2021-07-03 09:34:49,1.745,0,1.745
2021-07-03 11:34:59,1.71,-0.07,1.711432149
2021-07-03 13:35:09,1.588,-0.087,1.590381401
2021-07-03 15:35:19,1.536,-0.087,1.538461894
2021-07-03 17:35:29,1.518,-0.035,1.518403438
